id,keyword,category,intent,estimated_monthly_search_volume,competition,commercial_value_1_5,suggested_page_type,priority_cluster,notes
9510,air freight from yiwu to netherlands cost breakdown,Long tail keywords,Specific route/cargo problem,250,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9511,air freight from yiwu to belgium cost breakdown,Long tail keywords,Specific route/cargo problem,100,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9512,air freight from yiwu to poland cost breakdown,Long tail keywords,Specific route/cargo problem,130,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9513,air freight from yiwu to uae cost breakdown,Long tail keywords,Specific route/cargo problem,170,Low,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9514,air freight from yiwu to saudi arabia cost breakdown,Long tail keywords,Specific route/cargo problem,210,Medium,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9515,air freight from yiwu to qatar cost breakdown,Long tail keywords,Specific route/cargo problem,250,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9516,air freight from yiwu to kuwait cost breakdown,Long tail keywords,Specific route/cargo problem,90,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9517,air freight from yiwu to oman cost breakdown,Long tail keywords,Specific route/cargo problem,130,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9518,air freight from yiwu to bahrain cost breakdown,Long tail keywords,Specific route/cargo problem,170,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9519,air freight from yiwu to turkey cost breakdown,Long tail keywords,Specific route/cargo problem,200,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9520,air freight from yiwu to nigeria cost breakdown,Long tail keywords,Specific route/cargo problem,240,Medium,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9521,air freight from yiwu to ghana cost breakdown,Long tail keywords,Specific route/cargo problem,90,Medium,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9522,air freight from yiwu to kenya cost breakdown,Long tail keywords,Specific route/cargo problem,120,Medium,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9523,air freight from yiwu to south africa cost breakdown,Long tail keywords,Specific route/cargo problem,160,Low,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9524,air freight from yiwu to ethiopia cost breakdown,Long tail keywords,Specific route/cargo problem,200,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9525,air freight from yiwu to tanzania cost breakdown,Long tail keywords,Specific route/cargo problem,240,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9526,air freight from yiwu to uganda cost breakdown,Long tail keywords,Specific route/cargo problem,80,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9527,air freight from yiwu to egypt cost breakdown,Long tail keywords,Specific route/cargo problem,120,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9528,air freight from yiwu to morocco cost breakdown,Long tail keywords,Specific route/cargo problem,160,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9529,air freight from yiwu to algeria cost breakdown,Long tail keywords,Specific route/cargo problem,190,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9530,air freight from yiwu to israel cost breakdown,Long tail keywords,Specific route/cargo problem,230,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9531,air freight from yiwu to india cost breakdown,Long tail keywords,Specific route/cargo problem,80,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9532,air freight from yiwu to indonesia cost breakdown,Long tail keywords,Specific route/cargo problem,110,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9533,air freight from yiwu to vietnam cost breakdown,Long tail keywords,Specific route/cargo problem,150,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9534,air freight from yiwu to thailand cost breakdown,Long tail keywords,Specific route/cargo problem,190,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9535,air freight from yiwu to malaysia cost breakdown,Long tail keywords,Specific route/cargo problem,230,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9536,air freight from yiwu to singapore cost breakdown,Long tail keywords,Specific route/cargo problem,70,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9537,air freight from yiwu to australia cost breakdown,Long tail keywords,Specific route/cargo problem,110,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9538,air freight from yiwu to new zealand cost breakdown,Long tail keywords,Specific route/cargo problem,150,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9539,air freight from yiwu to chile cost breakdown,Long tail keywords,Specific route/cargo problem,180,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9540,air freight from yiwu to peru cost breakdown,Long tail keywords,Specific route/cargo problem,220,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9541,air freight from yiwu to los angeles cost breakdown,Long tail keywords,Specific route/cargo problem,340,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9542,air freight from yiwu to new york cost breakdown,Long tail keywords,Specific route/cargo problem,100,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9543,air freight from yiwu to chicago cost breakdown,Long tail keywords,Specific route/cargo problem,140,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9544,air freight from yiwu to dallas cost breakdown,Long tail keywords,Specific route/cargo problem,180,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9545,air freight from yiwu to miami cost breakdown,Long tail keywords,Specific route/cargo problem,220,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9546,air freight from yiwu to toronto cost breakdown,Long tail keywords,Specific route/cargo problem,250,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9547,air freight from yiwu to vancouver cost breakdown,Long tail keywords,Specific route/cargo problem,100,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9548,air freight from yiwu to mexico city cost breakdown,Long tail keywords,Specific route/cargo problem,140,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9549,air freight from yiwu to sao paulo cost breakdown,Long tail keywords,Specific route/cargo problem,170,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9550,air freight from yiwu to frankfurt cost breakdown,Long tail keywords,Specific route/cargo problem,210,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9551,air freight from yiwu to amsterdam cost breakdown,Long tail keywords,Specific route/cargo problem,250,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9552,air freight from yiwu to paris cost breakdown,Long tail keywords,Specific route/cargo problem,90,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9553,air freight from yiwu to milan cost breakdown,Long tail keywords,Specific route/cargo problem,130,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9554,air freight from yiwu to madrid cost breakdown,Long tail keywords,Specific route/cargo problem,170,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9555,air freight from yiwu to london cost breakdown,Long tail keywords,Specific route/cargo problem,210,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9556,air freight from yiwu to dubai cost breakdown,Long tail keywords,Specific route/cargo problem,330,Medium,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9557,air freight from yiwu to riyadh cost breakdown,Long tail keywords,Specific route/cargo problem,90,Low,4,Long-tail article,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
9558,air freight from yiwu to jeddah cost breakdown,Long tail keywords,Specific route/cargo problem,130,Low,4,Long-tail article,Expansion,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
